genome,domain,phylum,class,order,family,genus,species,source,assembly,accession,description,substrate,country,origin,assign,database,completeness,contamination
ODFM-BA-A-0038-005_Halapricum_salinum_CBA1105,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halapricum,Halapricum salinum,Whon et al. 2021,NA,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,99.5,0.85
ODFM-BA-A-0039-005_Haloarcula_marismortui_CBA1127,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp001485575,Whon et al. 2021,NA,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,99.93,0
ODFM-BA-A-0041-005_Haloarcula_hispanica_CBA1128,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula hispanica,Whon et al. 2021,draft,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,99.53,0.1
ODFM-BA-A-0043-002_Natronomonas_sp._CBA1134,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,CBA1134,CBA1134 sp001950595,Whon et al. 2021,draft,NA,solar salt,salt,NA,Unknown,prokaryote,MiFoDB_beta_v3_prok,98.8,0.4
ODFM-BA-A-0044-002_Halarchaeum_sp._CBA1220,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halarchaeum,Halarchaeum grantii,Whon et al. 2021,draft,NA,solar salt,salt,NA,Unknown,prokaryote,MiFoDB_beta_v3_prok,99.06,0.43
ODFM-BA-A-0045-003_Halorubrum_sp._CBA1229,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum sp003721435,Whon et al. 2021,draft,NA,solar salt,salt,NA,Unknown,prokaryote,MiFoDB_beta_v3_prok,99.38,0.63
ODFM-BA-A-0046-001_Halolamina_salina_CBA1230,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,Halolamina sp002025255,Whon et al. 2021,draft,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,97.34,0.76
ODFM-BA-A-0048-002_Halorubrum_sp._CBA1232,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum trapanicum_A,Whon et al. 2021,draft,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,99.38,0.51
ODFM-BA-A-0055-001_Haloarcula_sp._CBA1129,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp008729015,Whon et al. 2021,draft,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,99.93,0.4
ODFM-BA-A-0067-003_Leuconostoc_mesenteroides_subsp._mesenteroides_CBA3607,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc mesenteroides_B,Whon et al. 2021,NA,NA,kimchi,vegetable,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,100,0
ODFM-BA-A-0080-002_Microbacterium_sp._CBA3102,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium sp000800925,Whon et al. 2021,draft,NA,kimchi,vegetable,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,98.99,0.51
ODFM-BA-A-0081-002_Halorubrum_halophilum_CBA1147,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum sp003990725,Whon et al. 2021,draft,NA,fermented seafoods,seafood,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,99.11,0.76
ODFM-BA-A-0082-001_Haloferax_sp._CBA1148,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax sp009674605,Whon et al. 2021,draft,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,99.06,0.38
ODFM-BA-A-0083-001_Haloferax_sp._CBA1149,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax sp009674585,Whon et al. 2021,draft,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,98.62,1.08
ODFM-BA-A-0084-004_Haloferax_sp._CBA1150,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax sp009674625,Whon et al. 2021,draft,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,99,0.76
ODFM-BA-A-0086-005_Weissella_koreensis_CBA3615,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella koreensis,Whon et al. 2021,draft,NA,kimchi,vegetable,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,96.99,0
ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc lactis_A,Whon et al. 2021,draft,NA,kimchi,vegetable,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,99.44,0.84
ODFM-BA-A-0097-004_Halapricum_sp._CBA1109,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halapricum,Halapricum sp009741825,Whon et al. 2021,NA,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,91.56,1.91
ODFM-BA-A-0098-002_Haloplanus_sp._CBA1112,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,Haloplanus rubicundus,Whon et al. 2021,NA,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,98.68,2.28
ODFM-BA-A-0100-002_Halostella_salina_CBA1114,Archaea,Halobacteriota,Halobacteria,Halobacteriales,QS-9-68-17,Halostella,Halostella salina,Whon et al. 2021,NA,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,99.07,0.2
ODFM-BA-A-0102-004_Natronomonas_sp._CBA1123,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp009741925,Whon et al. 2021,NA,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,97.8,1.7
ODFM-BA-A-0103-004_Halogeometricum_sp._CBA1124,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogeometricum,Halogeometricum rufum,Whon et al. 2021,NA,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,85.8,1.73
ODFM-BA-A-0104-003_Halorubrum_sp._CBA1125,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum sp009742825,Whon et al. 2021,NA,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,87.76,1.9
ODFM-BA-A-0105-003_Halobacterium_sp._CBA1126,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp009741975,Whon et al. 2021,NA,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,94.4,1.28
ODFM-BA-A-0107-002_Dietzia_alimentaria_72T,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Dietzia,Dietzia alimentaria,Whon et al. 2021,draft,NA,fermented seafoods,seafood,Unknown,Unknown,prokaryote,MiFoDB_beta_v3_prok,99.41,0
ODFM-BA-A-0108-002_Brachybacterium_squillarum_M-6-3T,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium squillarum,Whon et al. 2021,draft,NA,fermented seafoods,seafood,Unknown,Unknown,prokaryote,MiFoDB_beta_v3_prok,99.42,0
ODFM-BA-A-0109-002_Lentibacillus_jeotgali_GrbiT,Bacteria,Firmicutes,Bacilli,Bacillales_D,Amphibacillaceae,Lentibacillus,Lentibacillus jeotgali,Whon et al. 2021,draft,NA,fermented seafoods,seafood,Unknown,Unknown,prokaryote,MiFoDB_beta_v3_prok,100,0.33
ODFM-BA-A-0110-001_Corynebacterium_nuruki_S6-4,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium nuruki,Whon et al. 2021,draft,NA,alcohol fermentation starter,grains,Unknown,Unknown,prokaryote,MiFoDB_beta_v3_prok,99.1,0.45
ODFM-BA-A-0111-001_Halococcus_sediminicola_CBA1101,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus sediminicola,Whon et al. 2021,draft,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,98.65,1.91
ODFM-BA-A-0127-001_Megasphaera_cerevisiae_NSB1,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera,Megasphaera cerevisiae,Whon et al. 2021,draft,NA,beer,grains,Canada,Canada,prokaryote,MiFoDB_beta_v3_prok,100,1.87
ODFM-BA-A-0128-001_Pectinatus_frisingensis_MB139,Bacteria,Firmicutes_C,Negativicutes,Selenomonadales,Selenomonadaceae,Pectinatus,Pectinatus frisingensis,Whon et al. 2021,draft,NA,beer,grains,Singapore,Singapore,prokaryote,MiFoDB_beta_v3_prok,99.79,1.27
ODFM-BA-A-0132-001_Pseudomonas_lactis_ITEM_17295,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E paracarnis,Whon et al. 2021,draft,NA,cheese,dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,99.8,0.89
ODFM-BA-A-0133-001_Listeria_monocytogenes_N11-2542,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,Listeria monocytogenes,Whon et al. 2021,draft,NA,cheese,dairy,Switzerland,Switzerland,prokaryote,MiFoDB_beta_v3_prok,99.45,0
ODFM-BA-A-0135-001_Lactobacillus_rhamnosus_DPC_7102,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,Whon et al. 2021,draft,NA,cheese,dairy,Ireland,Ireland,prokaryote,MiFoDB_beta_v3_prok,99.46,0
ODFM-BA-A-0136-001_Staphylococcus_aureus_18SBCL679,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Whon et al. 2021,draft,NA,cheese,dairy,Switzerland,Switzerland,prokaryote,MiFoDB_beta_v3_prok,99.51,0.11
ODFM-BA-A-0138-001_Hafnia_alvei_B16-3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Hafnia,Hafnia alvei_B,Whon et al. 2021,draft,NA,cheese,dairy,France,France,prokaryote,MiFoDB_beta_v3_prok,100,0.34
ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_B,Enterococcus_B lactis,Whon et al. 2021,draft,NA,cheese,dairy,France,France,prokaryote,MiFoDB_beta_v3_prok,99.62,0
ODFM-BA-A-0141-001_Corynebacterium_flavescens_CCUG_28791T,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium flavescens,Whon et al. 2021,draft,NA,cheese,dairy,Sweden,Sweden,prokaryote,MiFoDB_beta_v3_prok,99.78,0
ODFM-BA-A-0142-001_Halomonas_nigrificans_MBT_G8648,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas nigrificans,Whon et al. 2021,draft,NA,cheese,dairy,Germany,Germany,prokaryote,MiFoDB_beta_v3_prok,99.57,0.93
ODFM-BA-A-0147-001_Streptococcus_thermophilus_C106,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,Whon et al. 2021,draft,NA,cheese,dairy,Ireland,Ireland,prokaryote,MiFoDB_beta_v3_prok,99.89,0.15
ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus cremoris,Whon et al. 2021,draft,NA,cheese,dairy,Netherlands,Netherlands,prokaryote,MiFoDB_beta_v3_prok,100,0.19
ODFM-BA-A-0149-001_Enterococcus_malodoratus_DSM_20681,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_A,Enterococcus_A malodoratus,Whon et al. 2021,draft,NA,cheese,dairy,China,China,prokaryote,MiFoDB_beta_v3_prok,98.94,4.71
ODFM-BA-A-0154-001_Lactobacillus_helveticus_NWC_2_4,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,Whon et al. 2021,draft,NA,cheese,dairy,Switzerland,Switzerland,prokaryote,MiFoDB_beta_v3_prok,98.38,0
ODFM-BA-A-0156-001_Mycetocola_reblochoni_JCM_30549,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Mycetocola_B,Mycetocola_B reblochoni,Whon et al. 2021,draft,NA,cheese,dairy,China,China,prokaryote,MiFoDB_beta_v3_prok,97.05,1.77
ODFM-BA-A-0157-001_Morganella_morganii_FAM24091,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Morganella,Morganella morganii_A,Whon et al. 2021,draft,NA,cheese,dairy,Switzerland,Switzerland,prokaryote,MiFoDB_beta_v3_prok,100,0
ODFM-BA-A-0158-001_Glutamicibacter_arilaitensis_JB182,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Glutamicibacter,Glutamicibacter arilaitensis,Whon et al. 2021,draft,NA,cheese,dairy,Switzerland,Switzerland,prokaryote,MiFoDB_beta_v3_prok,99.74,0.54
ODFM-BA-A-0160-001_Vibrio_casei_JB196,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio casei,Whon et al. 2021,draft,NA,cheese,dairy,United States of America,United States of America,prokaryote,MiFoDB_beta_v3_prok,96.01,0.84
ODFM-BA-A-0166-001_Staphylococcus_xylosus_BC10,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus xylosus,Whon et al. 2021,draft,NA,cheese,dairy,United States of America,United States of America,prokaryote,MiFoDB_beta_v3_prok,99.44,1.94
ODFM-BA-A-0167-001_Staphylococcus_succinus_BC15,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus succinus,Whon et al. 2021,draft,NA,cheese,dairy,United States of America,United States of America,prokaryote,MiFoDB_beta_v3_prok,99.45,0.83
ODFM-BA-A-0172-001_Clostridium_tyrobutyricum_FAM22553,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_B,Clostridium_B tyrobutyricum,Whon et al. 2021,draft,NA,cheese,dairy,Switzerland,Switzerland,prokaryote,MiFoDB_beta_v3_prok,99.49,0.23
ODFM-BA-A-0174-001_Clostridium_botulinum_CDC66089,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_F,Clostridium_F botulinum,Whon et al. 2021,draft,NA,cheese,dairy,United States of America,United States of America,prokaryote,MiFoDB_beta_v3_prok,91,1.2
ODFM-BA-A-0177-001_Lactobacillus_homohiochii_DSM_20571,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus fructivorans,Whon et al. 2021,draft,NA,sake,grains,Japan,Japan,prokaryote,MiFoDB_beta_v3_prok,99.37,0.16
ODFM-BA-A-0180-001_Enterococcus_faecalis_XJ76305,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,Whon et al. 2021,draft,NA,yogurt,dairy,China,China,prokaryote,MiFoDB_beta_v3_prok,99.63,0
ODFM-BA-A-0208-003_Brachybacterium_kimchii_CBA3104,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium kimchii,Whon et al. 2021,complete,NA,kimchi,vegetable,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,98.25,1.17
ODFM-BA-A-0215-003_JABEVO000000000,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus halophilus,Whon et al. 2021,NA,NA,Unknown,NA,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,99.34,0
ODFM-BA-A-0217-003_GCF_025908565.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa_B,Whon et al. 2021,NA,NA,kimchi,vegetable,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,98.47,0
P.1_bin.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter malonaticus,Kothe et al. 2023b,MAG,NA,novel miso,legumes,Denmark,"Copenhagen, Denmark",prokaryote,MiFoDB_beta_v3_prok,98.9,0.71
PasolliE_2019__DS002__bin.1,Bacteria,Firmicutes,Bacilli,Bacillales_B,Bacillaceae_C,Weizmannia,Weizmannia coagulans_A,Pasolli et al. 2020,MAG,NA,dietary supplement,dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,98.36,0.87
PasolliE_2019__Y001__bin.6,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,Pasolli et al. 2020,MAG,NA,yogurt,dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,99.62,0
PB_bin.2,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus warneri,Kothe et al. 2023b,MAG,NA,novel miso,legumes,Denmark,"Copenhagen, Denmark",prokaryote,MiFoDB_beta_v3_prok,99.73,1.31
Peaso_bin.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea agglomerans,Kothe et al. 2023a,MAG,NA,yellow pea miso,legumes,Denmark,"Copenhagen, Denmark",prokaryote,MiFoDB_beta_v3_prok,78.84,5.43
PfeferT_2018__SRR6514658__bin.4,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella grimontii,Pasolli et al. 2020,MAG,NA,cheese,dairy,Unknown,Unknown,prokaryote,MiFoDB_beta_v3_prok,65.07,0
QuigleyL_2016__ERR752914__bin.5,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,Thermus parvatiensis,Pasolli et al. 2020,MAG,NA,pink continental type cheese,dairy,Ireland,Ireland,prokaryote,MiFoDB_beta_v3_prok,94.07,0.85
QuigleyL_2016__ERR752918__bin.3,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium freudenreichii,Pasolli et al. 2020,MAG,NA,pink continental type cheese,dairy,Ireland,Ireland,prokaryote,MiFoDB_beta_v3_prok,98.79,0
S3.2_bin.2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus sp.,Kothe et al. 2023b,MAG,NA,novel miso,legumes,Denmark,"Copenhagen, Denmark",prokaryote,MiFoDB_beta_v3_prok,99.34,0
SEM_41_S58.18,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_B,Pseudomonas_B oryzihabitans_B,This paper,MAG,NA,Kimchi brine 48h,vegetable,United States of America,"Stanford, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,67.4,0
SEM_41_S58.19,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia_AJ,This paper,MAG,NA,Kimchi brine 48h,vegetable,United States of America,"Stanford, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,72.56,3.76
SEM_44_S61.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea sp.,This paper,MAG,NA,Tempeh 0h,soy,United States of America,"Los Angeles, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,99.34,0.93
SEM_47_S64.31,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia proteamaculans,This paper,MAG,NA,Viili 48h,dairy,United States of America,"Stanford, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,62.41,2.49
SEM_47_S64.44,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Buttiauxella,Buttiauxella noackiae,This paper,MAG,NA,Viili 48h,dairy,United States of America,"Stanford, CA, United States of America",prokaryote,MiFoDB_beta_v3_prok,62.7,0
Vreta_bin.2,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus arlettae,Kothe et al. 2023a,MAG,NA,Swedish vreta pea miso,legumes,Denmark,"Copenhagen, Denmark",prokaryote,MiFoDB_beta_v3_prok,95.3,1.88
WalshAM_2017__ERR1981166__bin.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc falkenbergense,Pasolli et al. 2020,MAG,NA,nunu,dairy,Ghana,Ghana,prokaryote,MiFoDB_beta_v3_prok,100,0
WalshAM_2017__ERR1981167__bin.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasuis,Pasolli et al. 2020,MAG,NA,nunu,dairy,Ghana,Ghana,prokaryote,MiFoDB_beta_v3_prok,99,1.16
WalshAM_2017__ERR1981169__bin.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Pasolli et al. 2020,MAG,NA,nunu,dairy,Ghana,Ghana,prokaryote,MiFoDB_beta_v3_prok,97.81,0.59
WalshAM_2017__ERR1981172__bin.2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantarius,Pasolli et al. 2020,MAG,NA,nunu,dairy,Ghana,Ghana,prokaryote,MiFoDB_beta_v3_prok,98.88,0
WalshAM_2017__ERR1981175__bin.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp.,Pasolli et al. 2020,MAG,NA,nunu,dairy,Ghana,Ghana,prokaryote,MiFoDB_beta_v3_prok,93.79,0.7
WolfeBE_2014__mgm4524482__bin.2,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp900169365,Pasolli et al. 2020,MAG,NA,Natural raw cow cheese,dairy,United States of America,"Connecticut, United States of America",prokaryote,MiFoDB_beta_v3_prok,99.42,0.29
WolfeBE_2014__mgm4524483__bin.7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas nigrifaciens,Pasolli et al. 2020,MAG,NA,Washed raw cow cheese,dairy,France,"Burgundy-Champagne, France",prokaryote,MiFoDB_beta_v3_prok,96.26,0.8
WolfeBE_2014__mgm4524485__bin.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp014861365,Pasolli et al. 2020,MAG,NA,Bloomy raw cow cheese,dairy,France,"Normandy, France",prokaryote,MiFoDB_beta_v3_prok,98.51,0.54
WolfeBE_2014__mgm4524486__bin.7,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Marinilactibacillus,Marinilactibacillus psychrotolerans,Pasolli et al. 2020,MAG,NA,Washed pasteurized cow cheese,dairy,Ireland,"County Cork, Ireland",prokaryote,MiFoDB_beta_v3_prok,97.81,1.55
WolfeBE_2014__mgm4524487__bin.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Canibacter,Canibacter sp.,Pasolli et al. 2020,MAG,NA,Washed raw cow cheese,dairy,France,"Doubs County, France",prokaryote,MiFoDB_beta_v3_prok,87.75,0.88
WolfeBE_2014__mgm4524487__bin.3,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,,family Micrococcaceae sp.,Pasolli et al. 2020,MAG,NA,Washed raw cow cheese,dairy,France,"Doubs County, France",prokaryote,MiFoDB_beta_v3_prok,57.75,1.99
WolfeBE_2014__mgm4524487__bin.4,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Ancrocorticia,Ancrocorticia populi,Pasolli et al. 2020,MAG,NA,Washed raw cow cheese,dairy,France,"Doubs County, France",prokaryote,MiFoDB_beta_v3_prok,61.37,0.14
WolfeBE_2014__mgm4524488__bin.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium faecigallinarum,Pasolli et al. 2020,MAG,NA,Natural raw cow cheese,dairy,United Kingdom,"Nottinghamshire, UK",prokaryote,MiFoDB_beta_v3_prok,98.31,0.45
WolfeBE_2014__mgm4524488__bin.4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas sp. 2,Pasolli et al. 2020,MAG,NA,Natural raw cow cheese,dairy,United Kingdom,"Nottinghamshire, UK",prokaryote,MiFoDB_beta_v3_prok,96.5,0.43
WolfeBE_2014__mgm4524491__bin.1,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus equorum_A,Pasolli et al. 2020,MAG,NA,Natural pasteurized cow cheese,dairy,United States of America,"Vermont, United States of America",prokaryote,MiFoDB_beta_v3_prok,71.39,1.85
WolfeBE_2014__mgm4524491__bin.2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus koreensis,Pasolli et al. 2020,MAG,NA,Natural pasteurized cow cheese,dairy,United States of America,"Vermont, United States of America",prokaryote,MiFoDB_beta_v3_prok,81.23,2.54
WolfeBE_2014__mgm4524491__bin.6,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,Rothia sp.,Pasolli et al. 2020,MAG,NA,Natural pasteurized cow cheese,dairy,United States of America,"Vermont, United States of America",prokaryote,MiFoDB_beta_v3_prok,93.1,2.65
WolfeBE_2014__mgm4524491__bin.8,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp. 2,Pasolli et al. 2020,MAG,NA,Natural pasteurized cow cheese,dairy,United States of America,"Vermont, United States of America",prokaryote,MiFoDB_beta_v3_prok,98.26,0
